"Reviews","Ratings"
"
Purchased as an upgrade to older Echo.  Replacing the older device went relatively smooth except two smartthings devices had to be reinstalled.  Otherwise unplug old device, plug in the new device and connect to wifi.  The disappointment was the range of the built in zigbee hub.  Zigbee devices become nonresponsive when about 30 feet from the Echo.  Not very useful.
","Positive"
"
Great product, good sound for its size, looks great. The built-in b created so many issues we had to reprogram everything in the house. That was three hours of fun we didn't want or need. It's a good unit, but plan accordingly. And it pairs well with other enabled Alexa devices, but know before you expect it to work perfectly. You'll be glad you did, and save yourself the hair you'd be pulling out not knowing this beforehand.
","Positive"
"
Although I use an EPEX a studio for my living room, many people won’t be able to hear the difference and this is MUCH less expensive. Also great for kids rooms!
","Positive"
"
Voice recognition doesn’t appear to be as good as previous generations. I’m always having to repeat myself. Pretty good otherwise.
","Negative"
"
Echo was a gift that I did not know I wanted until I received it.  The the sound is wonderful!  I have trouble getting Echo to understand or hear me (I am guessing I speak too soft) so not a fault of the unit.  I am still learning all that it can do.
","Positive"
"
Plays music that I like. However, does offer Amazon Music (what I call expanded music outside what I like.
","Positive"
"
The sound quality is not as good as the larger models. Perfect for simple tasks though.
","Positive"
"
I mainly use my Alexa to stream music and the Dot just wasn’t cutting it.  I upgraded to this model and have been very pleased with the sound quality for the price.
","Positive"
"
It sounds just like all of the other Alexa’s
","Negative"
"
When I need to remember a date, or anything, I tell Alexa and she will remind me every time. I especially love telling her to add to my grocery list, then when I'm at the grocery store, I simply bring up the Alexa app and my list is right there ready for me to check off.Now to figure out how to have her open my garage door upon leaving my house!
","Positive"
"
This is my 2nd Echo 4th gen! I ordered it to stereo pair with my 1st one! I was very happy with just using one, but I wanted to see what it would be like to pair them. Remember one very important thing. This is a smart speaker, not regular bookshelf or floor speakers! First of all they sound great paired together! The highs, midrange and bass is much more clear! When playing music you can hear the left and right channels like you should! I would recommend this to anyone that wants to pair them!!!!!
","Positive"
"
good buy
","Positive"
"
Excelente producto
","Positive"
"
At regular price there are several better sounding mini speakers. If you already have Alexa connected speakers throughout the house, this is a great addition at a discounted price.
","Positive"
"
I love this Alexa.. N
","Positive"
"
Like many other reviews, the microphone on this device is inferior to other Alexa devices. I have a basic echo and a flex device in nearby rooms, and even when I am 10 to 15 ft away from this one, the other devices will often hear me instead of this one.
","Negative"
"
This product was easy to set up and easy to set up with my other smart devices. I am surprised at how well it picks up my voice commands and questions. The audio is pretty good. As far as speakers go, you could probably find something that's similar at a lower price but it still sounds great and the Alexa integration makes it worthwhile.
","Positive"
"
Clear and robuust sound. The build quality is much better than previous devices. The device integrates well with its surroundings. I could Drone on. But you get the picture.
","Positive"
"
I live this device. It’s so helpfully.
","Positive"
"
I purchased the twilight blue because it looked gray in the store.  The color was not listed on the box and when I got it home I didn't like it at all.  Exchanged for the black and I am very happy.
","Positive"
"
Awesome bass for the size of speaker pretty loud for a bedroom, love the blutooth capability but plenty of music on Alexa anyway
","Positive"
"
Definitely better sound than the regular Echo. But, I would not classify it as hi fidelity. It's good sound, not great. Voice recognition is average.
","Positive"
"
Excellent
","Positive"
"
Very easy to set up.  I use with my home automation devices.  I was an early adopter of the old X10 technology and this is light years beyond that.  The app makes it easy to tailor the device to perform routines that you want.  There are plenty of canned skills that are really convenient.  The sound is much better than on the dots.  You will find yourself interacting with the Echo more than you think.
","Positive"
"
Overall it sounds good, and does what is supposed to do,but still does not hear your voice about 10% of the time!! Price is right!
","Positive"
"
This is my 12th echo in the house. Every one i have that is black came with a black cord. This one came with a white cord. It is clearly for a black area, smh.
","Negative"
"
my first alexa from e echo 5 and the sound is disappointing but then i listened to the echo 8 and i thought it was much better but i just happened to hear this 4th gen spherical echo playing and i was blown away by how loud and bass it is and its definitely the best amazon speaker
","Positive"
"
Great product, awesome sound. I now have two in my house. Love them. But Alexa is not as smart as Google. 1 out of 4 questions Alexa can't answer, I Google it and get an immediate response. I gave Alexa only three star on voice recognition because she randomly completely misunderstands the question. Amazon Music is awesome, any song or Playlist anytime I want, it's worth it just for the music!
","Positive"
"
I miss the clock I had on my Dot. I know, I know, I knew it didn't have a clock when I bought it but I still miss it. The sound quality over the Dot makes up for it so it's a trade off.
","Positive"
"
I like the shape.  I didn't notice much difference when I turned up the bass.  Sound quality wasn't as good as I expected, but that might have been my poor hearing.
","Positive"
"
We wanted to love this with the premium sound and we have to say, the music quality is improved over the standard model. The issue is listening and responding to or commands. This echo seems ""hard of hearing"" whether it is playing music or just waiting for interaction. Frustrating problem. We don't know if it is defective and needs to be returned or it is a design flaw. Other reviewers have also mentioned the hearing/listening problem.
","Negative"
"
I enjoy it. It's just sometimes it acts up & I have to repeat myself. But other than that it is good.
","Positive"
"
The sound is so good for such a little speaker.  Not too big to fit on my night stand.
","Positive"
"
I prefer the original cylinder style Alexa. This new one sounds a little better but it is too big -  it takes up too much space. I got the battery  base because I take Alexa with me - especially when I work outside. The cylinder Alexa is super easy to carry with one hand. I need 2 hands to carry the new Alexa.  To raise or lower the volume on the original, you only have to turn the ring at the top, something you can do in the dark.  The new version has a + and - symbol on the top to raise and lower the volume, very hard to find in the dark!  This is a much poorer design.  It's like the designers went backwards instead of forwards in making the new product. I am trying to decide if I keep it or return it.
","Negative"
"
Very good voice recognition over the music
","Positive"
"
The voice has to much bass, and I can not change it, the reminders come over at a lower volume than the normal volume. Music is played fine. I was much happier with my first gen Alexa
","Positive"
"
NA
","Positive"
"
This was a replacement and so I expected everything would work well and the setup would be fairly easy. It was all I expected. I am happy with the product and expect it to be in service for a number of years.
","Positive"
"
This speaker system was acquired at significant expense because it promised compatibility with SiriusXM.  I hired a professional to hook everything up and get the speaker system going, one of the speakers was defective and needed to be returned with great complication and time plus the trouble shooting expense of the hired tech guy to install and troubleshoot.  Next came the disappointment that although these speakers link with SiriusXM, the connection is dropped within a minute or two.  The speaker system will not sustain a connection with SiriusXM.  The music is my main reason for wanting an in home speaker system and this did not live up to its promises, was expensive to purchase and has been expensive to pay a tech guy to troubleshoot defective equipment and Amazon wasted more than an hour of my time with zero customer support and time wasted in the impossible return process.  Was considering Amazon lightbulbs but NO WAY!
","Negative"
"
This device is better than the competitor’s device but… had to change the wake word because it kept reacting to use of “Alexa” in a commercial, continues to lose connectivity (most likely IP issue), do not know how to make full use of this device and no time to do the research so far. I expect that my rating would increase overtime.
","Positive"
"
I have my Echo in my sewing room and use it for music, news, weather, and podcasts. I am anxious to try a few more programs with it like books, searches, and my shopping list. There are two of them in the house one on one end of the house and one on the other. I enjoy the voice command, especially when I am cutting fabric or working on something I do not want to put down. I love my Echos!
","Positive"
"
Upgraded from a Echo Dot 3rd gen and I was hoping for better sound. I got way better sound over the Dot. It sounds so much better. I got a free ring light that uses this model as a hub and so far it has worked great together. Works fast when charging light settings.I also hit a few issues that seem like issues with this model. One issue that I have over the my Echo Dot is with Bluetooth. When connected it works great and never disconnects but the fight to get this echo to see my phone is a struggle. Saying ""Connect to my phone"" works rarely. On my Echo Dot its works more around 95% of the time. Once connected though there are no issues with sound or dropping. Second issue is that it seems harder to get it to respond to ""Alexa"". I end up saying it over and over getting louder each time till I feel like I'm yelling at it. Since its 2 feet away on my desk this seems a bit strange. Again the Echo Dot didn't have this issue.Edit: After using it more my Bluetooth issues are worse. I don't now if it's a hardware or software issue but I'm thinking of returning it now.
","Negative"
"","Positive"
"
I love it! This is my 3rd and largest Echo. This one was my Christmas present from my daughter. It listens to my commands and goes right to the stations, or Music, I 'm looking for. I have four now. All over the house. If I have an emergency, my Echos are within hearing range and can get help if I need it. I also have the Echo Show which I love .
","Positive"
"
Somehow I feel like the echo dot is better than this. Set up is so annoying too, it has a hard time connecting to internet, and it'll speak in three different languages repeatedly during this process. The shape is really odd in my opinion, and I'll have to ask it multiple times to do things too which is super annoying. The studio version is something I wish I saved for instead.
","Negative"
"
I was skeptical about making this purchase ........ “Could it really be as good as the hype?”  NO!!!!!!!!!!! It is actually far better than the hype.  Out of the box it took less than 5 minutes to have Alexa playing. To see how good Alexa is I provided a playlist of several obscure pieces of music. She located them with ease.  The sound quality is excellent and it blends into my home office decor perfect.  To provide a rating of 5-stars is not fair, Alexa should receive 10-stars easily. I HIGHLY RECOMMEND Alexa !
","Positive"
"
Voice recognition is not the greatest. Have to repeat commands sometimes. Sometimes also it does not understand a plain question. Now sound is great when I play music. Overall disappointed
","Positive"
"
Awesome product.  I love it. Still learning how to use it to its full potential but so far it is amazing.
","Positive"
"
This one is great for music but does not recognize our voice and requests like the dots and show we have. We have dots and another couple Alexa’s put all around our house and this one is just not as responsive. Bass is good but that’s about it.
","Negative"
"
I purchased this to play quality music on demand  I’m loving it!
","Positive"
"
Really good sound
","Positive"
"
Music sounds wonderful
","Positive"
"
This one exceeded my expectations. The bass quality is awesome and of course, the Alexa integration is great too. I’m glad I bought the 4th gen. Couldn’t have asked for anything better.
","Positive"
"
The volume and quality of sound with the Echo (4th Gen) with premium sound is definitely worth the money. I have had two Echo dots for a couple of years, and I really enjoy them. But this one beats even having one in each room. I can play just about anything I like and hear it well throughout most of the first floor of my home. I am retired (with great hearing, btw) and it's nice to be able to listen to the ""radio"" (I stream music, NPR, and Audible books through the Echo) while doing chores and tasks. It's great for when I need to make a phone call and I can just tell Alexa to ""stop"" without going to the device to turn it down or off. The sound is good, and the convenience is great.
","Positive"
"
I just upgraded my five Echo gen 1 to gen 4. Sound quality is much better but amazon music unlimited doesn't work with multi room listening. It will work for 5 to 20 minutes then start glitching out badly. It worked fine with my gen 1 units. Pandora works fine. Tech support can't  figure out what is wrong i have spent quite awhile on the phone with them. I think it has to do with HD audio streaming to multi rooms but im told there is no way to turn off HD audio to the echos. If they fix the issue down the road Ill be very happy with the upgrade and would give 5 stars. Until then I am paying monthly for Music unlimited and tell Alexa to play from pandora whenever I want multi room music.
","Negative"
"
It was everything I was looking for and then some
","Positive"
"
I have a second generation Echo and I was pretty happy with the sound it has but I wanted to upgrade so I could rig up a cheap surround sound system. This thing has more thump than I ever imagined that it would. I live in a top apartment, so I try to respect my neighbors but at 35-40%, I can feel the bass in the floor. I'm scared to turn it up to 100% because I'd probably have my neighbors and the cops knocking at my door. I would turn the midrange up to get more volume on the voice but the bass is really intense as is, no adjustments. I actually bought 2 of them but haven't hooked up the second one yet because it's pretty good as is coming from 1.
","Positive"
"
Wasn’t the premium sound I’d expected at all
","Negative"
"
The sound is fantastic at getting her to react to you is not as good as the original echo… She seems to have a hard time hearing me and understanding me
","Positive"
"
like ,the voice recognition.
","Positive"
"
We have a series of these spread throughout the house, paired with the Alexa app and Spotify over wifi to create a wholehouse sound system. It works seamlessly and sounds fantastic. You can play in individual rooms or create series of groups such as first floor, 2nd floor, everywhere, etc. Bonus: use the app to scare the heck out of your teens by suddenly turning on scary music when you're not home. Haha
","Positive"
"
I have these devices all over the house. This one that is also a hub makes adding new smart plugs and other devices a breeze. No more downloading a third party app and setting up a skill. Way better this way. Sound is good. I have no problem with the mic or network connectivity.  I love reading reviews from Trolls that have nothing better to do than badmouth otherwise good products. They probably work for Google.
","Positive"
"
So far I’m using for music, morning weather and shopping lists. But I’m planning much more.
","Positive"
"
Doesn't understand voices with accents or other languages very well. Also why can't Alexa have other less robotic voices as choices. I mean my GPS from 10 years ago had more options.
","Positive"
"
I have many Alexa integrated speakers, all 3rd generation- until this one. Great base and sound; a vast improvement over prexisting generations. Bought for $60 on sale, and did not regret it.
","Positive"
"
The sound quality is quite high.  Would recommend you also buy the charging base or it has to be plugged in.Again - as with many Alexa products it seems to respond to some voices better than others
","Positive"
"
I've go a whole fleet of 2nd, 3rd and 4th generation Dots and an old gen1 Echo and this new Echo sounds so much netter than any of those it's not even a fair comparison. The bass response is outstanding, I don't know how they get so much from such a small speaker. I actually turned the bass down a little and I've never done that on any speaker system before!
","Positive"
"
For their size, they sound amazing!  If you've ever heard the fantastic Bose Mini Soundlink II Bluetooth speaker, these sound even better!  One of these is great for the bedroom and we just move it to the bathroom counter for HUGE sound while showering, as the sound bounces off the walls.Well made, works great, sounds great, no complaints.  Recommend 100%!
","Positive"
"
Good product, the only complaint it could have is the voice recognition, at least the one that tries to identify each member of the house. Difficult to configure, in everything else almost perfect, I think that for future updates, it should store load, in case one wants to move it from one place to another.
","Positive"
"
Love this echo. Music sounds AMAZING on it and it can be turned up loud enough that I can hear it all over the house, like if I'm doing housework and in and out of rooms i can still hear it anywhere in the house. Only wish I had bought it sooner
","Positive"
"
Very good .. sound very good.
","Positive"
"
Maybe it is the fact AWS is acting up on the West Coast, but I am having a slow time getting all speaker Amazon devices to group. Say I need software updates which are taking a long time.
","Positive"
"
I love the new Echo 4th Generation. The sound is a huge improvement from the 2nd Generation Echo I upgraded from. The speaker is very loud and has dynamic bass. For the price this is a fantastic speaker, while also doubling as a way to control my smart home.Just a few things to point out, first the design, not the most appealing. It’s a spear shape and I really prefer the old design over this one. Second, the microphone can be very poor sometimes. Oftentimes my echo dot in the room next door can hear me way easier than the 4th Generation Echo. Not a huge issue but definitely something to consider. Overall, this is a great product. The sound is premium and for the price, your getting a lot.
","Positive"
"
we like it, once our kids showed us how to use it and its purpose.  Everything is clear , excellent sound
","Positive"
"
Good product. Good sound. Worht the price when it's on sale.
","Positive"
"
Having disabilities an Echo system is great! I have this and dots all around my house for ease. This unit was bought after I had already had A couple dots. It just Bright better sound to my system.
","Positive"
"
Absolutely love this updated version. The sound is amazing highly recommend
","Positive"
"
This is an upgrade for me from the fist black, cylindrical echo device which I still love. This new echo device looks really cool, and to me it seems a better fit in most rooms of my home. The sound quality is fantastic with deep bass and loud volume. The controls are easy to use and very accessible. The Alexa support is great which I expected.The only downside i have discovered is the voice recognition. We have to shout for this device to clearly recognize our words. Our old echo device is actually perform much better with voice and word recognition.Overall, I would recommend purchasing this device. If you have the old echo and you want a replacement, this is a suitable device with better sound quality.
","Positive"
"
Set up was easy. The sound truly surprised me. Clear and the base is awesome.
","Positive"
"
I love Alexa’s and most echos. The house is filled with them. However this model has the worse possible sound for music. Massive bass that even using the EQ destroys any music. Mediocre mids and trebles. The previous generation was way better. What happened?
","Negative"
"
In my opinion, the current Echo (4th generation) is a much nicer looking speaker than previous Echo models.  Sound quality is on par with the previous generation, with enhanced bass.  Setup is easy.  If you liked the previous generations of this product, you will like this model.
","Positive"
"
Great for music on the patio or the back yard.  It has enough bass for jazz or rock.  Nice option especially if you buy it on sale.
","Positive"
"
The sound is good, and when it works it’s good. But this thing is so temperamental. When playing music via either Amazon prime, or Apple Music (the source does not matter), it will just stop. Sometimes several minutes in, sometime 40 seconds into the first song. It’s not an internet issue as other devices are fine, and there is no internet drop. I’ve also had it just start playing one song on loop. I also have it connected to fire TV so I can watch tv with sound coming out of the echo. It works, but again there are so many bugs. Often the remote becomes i operative and echo becomes unresponsive. Sometimes randomly their is just no sound and instead fire tv plays sound out of the tv speakers instead. And then randomly, echo will turn the tv on, when nothing is playing or requested. It’s so buggy that I’m about to throw it away. I have some other Alexa devices, Including a really early version before the echo dots (without built in speaker). One is in my garage and I have it plugged into an old stereo for sound. It works perfectly, streaming same music sources. So it’s not an internet connection issue. This echo is just not good software. These issues are all over google, and the answer is simply to have to unplug it and wait to reconnect to reset it. Doing this several times a day is not acceptable.
","Negative"
"
I like my new Echo. I enjoy playing question of the day, and song quiz. I also like the shopping list feature as well as notifications and timers. The only negative I have is voice recognition, especially when playing games. It doesn't always recognize the answers as being correct, but that is a small thing as far as I'm concerned. This is one of my favorite Christmas gifts.
","Positive"
"
This little speakers has some punch to it. I would recommend this speaker. Great sound coming from this little speaker.
","Positive"
"




                    The media could not be loaded.
                



 Me agrada su rapidez para responder, buena calidad de sonido
","Positive"
"
Works very well for when I am in a hurry and when I remember last minute items.
","Positive"
"
The fun is learning what the Echo is capable of doing. Being new to me, I have just begun to discover some of the simple commands Alexa will respond to. As time goes by, I’m certain I’ll be asking Alexa to do more and more. I do have one suggestion and that would be to make the bass and treble levels adjustable. I think music would sound much better with this modification. Other than this, it’s a great product.
","Positive"
"
El producto es bueno, pero por la región de mi país  no puedo sincronizar Apple Music
","Positive"
"
Music sounds great from this Echo.
","Positive"
"
What a waste of money. I upgraded from a 2nd gen dot when Amazon offered me a good price on this one.  I waited weeks for delivery only to be charged the full price and received a device that seems to be deaf and lazy.  At least once or twice a day Alexa ignores my voice (it sits maybe 3 ft from my office desk) and randomly quits playing in the middle of a song.  No break in wifi, no interruption other than she just doesn't feel like doing it anymore.Total ripoff.
","Negative"
"
I love the ability to Mute this model. I also have a 1st Generation Tap, which could not be muted and was hard to turn off due to the Battery on a TAP. I have been successful at linking up to a Phillips Hue Smart Bulb as well as the Free A19 Ring Bulb that was included with this special offer. The Ring bulb was a Challenge. The Hue was so easy to link up to the built in Zigbee smart hub. Now I can also control the lights through my old Amazon Tap as well!Edit: found you can mute the 1st Gen tap.
","Positive"
"
Great product
","Positive"
"
Much better than an under-cabinet radio in your kitchen, and costs less!
","Positive"
"
I had the first gen echo and I had it soo long but wanted to upgrade. So Amazon offers a trade in value for your old echo and the credit is applied to a new echo item. Love that! Thanks Amazon.  So I used the credit to go toward my new baby the echo 4th gen. I use her for everything.
","Positive"
"
Bought this to replace my original first generation echo. Sound quality is really good and I don't have to shout to have it recognized commands when It is playing music. I have two other echo dots and an echo show 5. It is the best sounding out of the group. Only paid $49 for it. Very happy with the purchase. Set up was a piece of cake since I already had existing echos. The wife likes to look of it more than the original echo. As others have stated having a white cord with a black echo just doesn't make sense. But it's probably cheaper for Amazon to have the only buy one style of AC adapter so they don't have to color match them.
","Positive"
"
Our original Echo was a first edition it’s been almost five years and it started to have some issues so we bought the newest version as a primary replacement.  So far we have noticed that the microphone isn’t quite as sensitive in picking up on the trigger word, and occasionally misunderstands what we have asked.  The speakers sound nice, although a level 4 volume on the new one is about the same as level 5 volume on the original.  The new one has a temperature monitor but will only read it out to us as centigrade (we have it set for Fahrenheit.)  Overall, we enjoy having it as we use the device for smart home and also for things like the grocery list.
","Positive"
"
I love everything that Alexa is capable of doing.The only thing I'm not thrilled about is the bass tone.  It's very loud and since I live in an apartment building,  I'm concerned that the bass tone is so loud when I play music that I fear it may be disturbing my neighbors .  As a result, I have to keep my music low in volume.🙁
","Positive"
"
It fit perfectly for a small study with great sound
","Positive"
"
These speakers are awesome the sound quality is great and the compact sleek design makes them look good in any space
","Positive"
"
Great volume control and voice recognition. I ask for reminders, daily weather, certain music genres. I am giving a smaller one to do room to room relay. I can tell my son dinner is ready without actually having to go to his room to get him. I love this!
","Positive"
"
We are a senior couple so tech is not a super strength of ours. Yet we are plugging away with our new toy.Had Alexia play some music. Good sound from a little item. Connect two devices with it thus far.
","Positive"
"
Very disappointed that this Black Echo unit shipped with a bright white charging adapter. Older echo plus unit blended better with countertop decor since adapter was black. Considering returning as sound is only slightly improved
","Positive"
"
I traded in my two echo dot 3rd gens for the new version.Pros:- EXTREMELY high quality speakers which actually provide decent bass.-processing speed is much improved over previous gen. Especially when using apps such as “myChevrolet” to start your vehicle. There is far less “hang up” in between commands.-set up is very easyCons:-Compared to the echo dot 3, this thing takes up WAY more space. I should have payed closer attention to the dimensions. Ultimately I really wanted the new version with the led clock, but there were back ordered at the time.-Besides faster processing, and slightly better speakers, it’s almost exactly the same.The price is way too high for only a slight upgrade.
","Positive"
"
Still figuring it out. Was working great then my lights stop working I’m going To play with it a little longer before I exchange it
","Positive"
"
Absolutely so happy with this purchase! Alex really looks great on my table in living room! Love it for the sound! 100% Fantastic sound! Woofers are woofing!
","Positive"
"
I have 2 of these integrated together. They are about 20 feet apart. It gives a nice stereo sound. Together they sound much better than only having one.
","Positive"
"
The round echo 4th Gen is an improvement over the previous echo i had. I thought the previous one (a silver cylinder) was a pretty good speaker and thought good as a smart hub, but the 4th Gen is better. It's a really credible speaker and fills a small room pretty well. It can hear me through a concrete wall on the other side of the apartment. That is so good it is almost creepy. It does well integrating Sonos and hue lights. I understand it's going to have other skills in the future. I like the way it looks. I like the news function. I could recommend it to anyone who needs a smart home hub and doesn't mind having a thing to spy on you. Alexa is far better than Siri as far as getting things right much of the time.
","Positive"
"
Great sound difficult to set up
","Positive"
"
I like it a lot!! Great sound and easy to use.
","Positive"
"
View nice product
","Positive"
"
I already have an Echo Show and a dot I got the Echo for my living room to be able to play music every where in my house and it is awesome! The sounds quality is really good and the setup with my other devices was pretty much all done in about 30 seconds. I also have it set up to turn on lights with my voice, easy when I’m coming into a dark house with full hands. Love my Alexa!
","Positive"
"
alexia is a pleasure there are times when you give commands it must be simple and clear I feel there are times she does not understand my toned down NY accent. I had to learn to speak clear and concise when I tell her to stop playing my classical music and audiobooks other than that I enjoy Alexia. I have not had the creepy laugh as some have claimed.  i need one upstairs
","Positive"
"
Bastante diferencia de sonido entre éste y echo dot
","Positive"
"
Love it
","Positive"
"
I can just continue using my previous music system
","Positive"
"
Fantastic sound in a compact package That is if you know to go to the app and adjust the equalizer settings so that you have more bass or Matones and a little more travel as well otherwise they just sound plane know about that new feature and you’re fine you’ll be released me some fantastic music especially if you pair them up with an echo sub
","Positive"
"
I thought it would have clock display…I was duped.  I saw friends display and thought my echo would have display.  Very disgruntled customer.
","Positive"
"
Just wish it would go a little louder
","Positive"
"




                    The media could not be loaded.
                


","Positive"
"
21SEP2021: I wanted a smart device to control my home and answer my questions. Alexa on Echo uses Amazon's proprietary search engine. Google is the gold standard for search engines, in my humble opinion. Amazon's engine meets the level of aluminum; the most abundant metal on earth. The Echo device is very capable as far as the hardware is concerned. However, the software, and the search engine in particular, is junk. After 6 months, I quit. I must admit that I now own a very expensive voice activated switch system that understands me 50% of the time.19FEB2022: I am happier with Ziggy. His voice is more pleasing to my ears. I call him ""Computer"". I miss him when I'm away from home but have yet to find an affordable option so he can travel along with me. My smartphone won't keep Alexa running without quickly sucking the battery dry; even connected to power in the car. However, I am finding that the Alexa software is getting smarter and there are more skills and blueprints available now. I am hopeful that this trend will continue. Thank you devs!!
","Negative"
"
Good I like
","Positive"
"
I now have an echo and echo dot in nearby rooms. I want them to work separately, but they both hear the same prompt and I don’t know how to tell the one I want to respond.
","Positive"
"
It does not sync to my phone as easily as my dot did. Not sure why.
","Positive"
"
Great product & easy install.
","Positive"
"
It works great as a simple Echo Dot, when it becomes to usability of the speaker capabilities it becomes almost impossible to use it, it change the volume by itself constantly, it keeps disconnecting, I contacted Amazon support and I spent an hour trying to solve the issues with no success, I need to highlight, the support team where very kind and they really tried to help.
","Negative"
"
Upgraded my echo 2nd gen's to the newer version and the sound quality is definitely a lot better but...Alexa on this version is horrible at recognizing the activation command.  I'm not sure if it's the mesh exterior covering the mics more than the previous one, but it's typical to yell her name several times before she responds.  The spatial/location activation is terrible on these as well, so good luck trying to control one that is closer to you with voice commands.  I can be standing right in front of the one I'm trying to give a volume command to and it'll change the one in a completely different room.  Not exactly sold that this was worth the better sound having to fight with her everyday. 😔
","Positive"
"
Great sound, microphone quit working after 3 months.Update: Amazon contacted me after reading my review, and shipped me a newly refurbished unit for free and asked me to send my broken unit back for free shipping.  The new unit works well, sounds great. I am pleased with the good customer service!
","Negative"
"
If you're looking for some artificial intelligence with Alexa, you are going to be disappointed. The AI capability is in its infancy and is in much need of development. Good for audible internet searching.
","Positive"
"
Searar is an odd shape for electronic device. It does not look modern. Audio quality is superb for the size. It’s a great idea to include the Zigby hub. However even Amazon is confused on what devices are supported to directly work with this device. I could not find sensors that reliably work with this echo fourth generation. Awara sensors don’t work, Amazons on ring sensors don’t work. It is a great product with an odd shape but Amazon still does not have the complete story on this yet. Best sensors use Seaver, but Amazon abandoned zwave in this echo. Sphere is an odd shape that does not match the modern angular/square decor. Sadly, I retuned mine.
","Negative"
"
Has a hard time listening for the q word but other then that I like it
","Positive"
"
Voice recognition is pretty solid. Sound quality i have to say is immaculate, treble is clear and bass is deep and rich but not overly so. No counter shaking no distortion coming from the speaker itself. Multiple Kitchen timers  for when you’re prepping lots of different ingredients oven, microwave, stove top etc super helpful. I fought the urge to get one for years and I was wrong.
","Positive"
"
I needed a new Echo for my home office and I debated whether to get the standard ""dot"" of splurge on this premium model.  Luckily, this one went on sale which made the decision easy.  I'm so glad I went with this premium version.  The sound is amazing!  The bass is killer, the range is full, and it creates the illusion of surround sound (at least where I'm using it).  All the features of Alexa are there, along with a few added extras to help it act as a home automation hub (something I'm just starting to explore).  But the best thing about this product though is the sound.  Bravo Amazon on this one!
","Positive"
"
Fits great where ever I want it.
","Positive"
"
This was a little larger than our clock version, however with the speakers that makes sense. The sound is great, the audio pick up is good as well... this speaker is buried against a back wall and behind a picture and it still picks up all command and sends out good audio. The setup was easy and it seamlessly integrated with the rest of our Echo devices.
","Positive"
"
I love my Alexa! all the things it can help you with! It knows music the I haven't heard in years, but I can also get weather every day and recipes and fact about just about anything! Alexa is great.
","Positive"
"
Great upgrade from second generation echo plus
","Positive"
"
I gave this a 5* based on performance, music sounds very good and volume can get very loud if you want to turn it up.  Only complaint for me is that it's quite large and bulky, not as attractive as past echo's.  I put this in our living room and it just looks out of place, not like the older one that I moved to the bedroom.  Anyway, if you want good sound and good music, this would be perfect for you.
","Positive"
"
We have echo's all over the house.  Used them for years.  Our primary echo is in the kitchen which can be heard in the dining and living rooms.  Reading that the sound quality was so good, we decided to try this.  Well first, we didn't really like the looks.  Hard plastic rounded up the back and just not that good looking.  I know that is a personal choice.Now, if you are buying this for great louder sound, for anyone that has used echo's before, you know a echo remote is great for speaking to it and controlling the volume.The echo remote does not function on this and 4th gen devices which means we have to yell at the echo to try and do anything.  This is not only annoying and most of the time doesn't hear us but the loud requests are heard all over the house which lights up all the other echo devices.If you are close and want to control it manually, it sounds great but a little expensive.We sent it back and going for a 3rd gen echo but currently having problems with the echo remote on these devices.  If we want to use the remote we may have to  go back to our 2nd gen echo.
","Negative"
"
I love having answers instantly with up to date information. It’s also easy to enjoy my favorite music playlists.
","Positive"
"
This product makes life so much easier. I was hesitant at first because my sister has a previous version and it often malfunctioned. Fortunately, the 4th gen has high quality voice recognition. It’s incredibly accurate, and I receive answers and info quickly from Alexa. I’ve already seen in two different places where I’ve been prompted to use tech support if needed. I haven’t had an issues for them so far, but I love that the Echo 4th gen has the reliable and easily accessible option. The sound quality is insane!  My family played a few different genres of music at full volume and the 3 sub woofers make such a difference. We heard every sound clearly and accurately even when we were all outside. I love all of the options Alexa has as well like adding reminders or asking about the weather. So efficient!!!
","Positive"
"
Great upgrade
","Positive"
"
I have 11 of these in my house and they used to be great.  Extra beeps started to happen some months ago and now when you wake the device it beeps at you in mid-sentence (I have that setting off on all).  Also, my kitchen Echo always attempts to play all music to Sonos, which I have disconnected (including the skill) more than 1 year ago. When it can't it errors and doesn't play any music at all. I have replaced the device with a new one and the new one does the same. The other devices do not do this Sonos attempt. Also, when I give a command 75% of the time the devices continue to talk about other subjects (""By the way....""). This is really awful.  There are other issues, but these are really annoying and fairly new (last year or so)
","Negative"
"
The echo seems to have a hard time recognizing me when there is any noise, particularly the TV is on. I tried several locations, and it works best right beside me :-).One other issue, it doesn't seem to remember room configurations. I can reset and it almost recognizes all my devices. I have a generation 3 echo dot that works so much better.
","Positive"
"
I do really like the new design/look of the Echo 4th gen device.  However, I expected the sound quality to step up a notch, and I think it could actually have dropped a notch instead, but very little.  I also think the voice recognition doesn't seem to be as good as other models.  Not sure if they did something different with the microphone array or not, but I quite often find myself asking a question and having an Echo from the other room respond, so it seems the microphones are not as sensitive.  It's important to note that I am not dissatisfied by audio quality since I have them pairs with the Echo sub, but without the sub I think the previous model sounds better overall.
","Positive"
"
ALEXA Personal Assistant is stupid, completely ignorant! 1. Fails to recognize Wake Word. 2. Answers inquiries incorrectly 80% of the asks! Cannot, does not hold a candle to SIRI!
","Negative"
